id,city,country,state,zipcode
25496,Mumbai,India,Maharashtra,400016
25497,Mumbai,India,Maharashtra,400036
25498,Mumbai,India,Maharashtra,400039
25499,Mumbai,India,Maharashtra,400002
25500,Mumbai,India,Maharashtra,400016
25501,Sangli,India,Maharashtra,415313
25502,Amraoti,India,Maharashtra,444826
25503,Mumbai,India,Maharashtra,400017
25504,Mumbai,India,Maharashtra,400070
25505,Kolhapur,India,Maharashtra,416108
25506,Ahmednagar,India,Maharashtra,413725
25507,Ahmednagar,India,Maharashtra,414304
25508,Mumbai,India,Maharashtra,400059
25509,Mumbai,India,Maharashtra,400059
25510,Thane,India,Maharashtra,401606
25511,Alibag,India,Maharashtra,402112
25512,Ratnagiri,India,Maharashtra,415719
25513,Oras,India,Maharashtra,416529
25514,Alibag,India,Maharashtra,402111
25515,Wardha,India,Maharashtra,442204
25516,Pune,India,Maharashtra,410506
25517,Amraoti,India,Maharashtra,444710
25518,Pune,India,Maharashtra,412208
25519,Ahmednagar,India,Maharashtra,422607
25520,Pune,India,Maharashtra,410507
25521,Pune,India,Maharashtra,410506
25522,Oras,India,Maharashtra,416801
25523,Beed,India,Maharashtra,431129
25524,Mumbai,India,Maharashtra,400054
25525,Mumbai,India,Maharashtra,400007
25526,Talode,India,Maharashtra,425413
25527,Nandurbar,India,Maharashtra,425413
25528,Chandrapur,India,Maharashtra,441221
25529,Chandrapur,India,Maharashtra,441221
25530,Mumbai,India,Maharashtra,400003
25531,Mumbai,India,Maharashtra,400015
25532,Mumbai,India,Maharashtra,400023
25533,Nanded,India,Maharashtra,431713
25534,Sholapur,India,Maharashtra,413312
25535,Mumbai,India,Maharashtra,400010
25536,Mumbai,India,Maharashtra,400033
25537,Mumbai,India,Maharashtra,400064
25538,Mumbai,India,Maharashtra,400033
25539,Mumbai,India,Maharashtra,400033
25540,Mumbai,India,Maharashtra,400033
25541,Mumbai,India,Maharashtra,400011
25542,Mumbai,India,Maharashtra,400011
25543,Mumbai,India,Maharashtra,400033
25544,Mumbai,India,Maharashtra,400033
25545,Mumbai,India,Maharashtra,400078
25546,Mumbai,India,Maharashtra,400008
25547,Mumbai,India,Maharashtra,400067
25548,Mumbai,India,Maharashtra,400078
25549,Mumbai,India,Maharashtra,400009
25550,Jalna,India,Maharashtra,444703
25551,Mumbai,India,Maharashtra,400010
25552,Mumbai,India,Maharashtra,400004
25553,Mumbai,India,Maharashtra,400007
25554,Mumbai,India,Maharashtra,400049
25555,Satara,India,Maharashtra,415528
25556,Satara,India,Maharashtra,415014
25557,Tarapur,India,Maharashtra,401502
25558,Thane,India,Maharashtra,401504
25559,Thane,India,Maharashtra,401506
25560,Mumbai,India,Maharashtra,400034
25561,Satara,India,Maharashtra,415107
25562,Oras,India,Maharashtra,416621
25563,Tasgaon,India,Maharashtra,416312
25564,Sangli,India,Maharashtra,416312
25565,Sangli,India,Maharashtra,416312
25566,Sangli,India,Maharashtra,416312
25567,Mumbai,India,Maharashtra,400050
25568,Mumbai,India,Maharashtra,400012
25569,Mumbai,India,Maharashtra,400034
25570,Mumbai,India,Maharashtra,400058
25571,Mumbai,India,Maharashtra,400058
25572,Mumbai,India,Maharashtra,400022
25573,Mumbai,India,Maharashtra,400004
25574,Mumbai,India,Maharashtra,400071
25575,Mumbai,India,Maharashtra,400022
25576,Mumbai,India,Maharashtra,400070
25577,Mumbai,India,Maharashtra,400074
25578,Mumbai,India,Maharashtra,400078
25579,Mumbai,India,Maharashtra,400004
25580,Mumbai,India,Maharashtra,400005
25581,Mumbai,India,Maharashtra,400034
25582,Mumbai,India,Maharashtra,400011
25583,Mumbai,India,Maharashtra,400012
25584,Mumbai,India,Maharashtra,400003
25585,Mumbai,India,Maharashtra,400051
25586,Mumbai,India,Maharashtra,400006
25587,Mumbai,India,Maharashtra,400076
25588,Mumbai,India,Maharashtra,400007
25589,Mumbai,India,Maharashtra,400057
25590,Mumbai,India,Maharashtra,400057
25591,Mumbai,India,Maharashtra,400002
25592,Mumbai,India,Maharashtra,400002
25593,Mumbai,India,Maharashtra,400002
25594,Mumbai,India,Maharashtra,400019
25595,Mumbai,India,Maharashtra,400019
25596,Mumbai,India,Maharashtra,400088
25597,Mumbai,India,Maharashtra,400088
25598,Mumbai,India,Maharashtra,400074
25599,Telhara,India,Maharashtra,444108
25600,Mumbai,India,Maharashtra,400007
25601,Mumbai,India,Maharashtra,400069
25602,Mumbai,India,Maharashtra,400008
25603,Mumbai,India,Maharashtra,400007
25604,Mumbai,India,Maharashtra,400005
25605,Aurangabad,India,Maharashtra,431208
25606,Sholapur,India,Maharashtra,413211
25607,Mumbai,India,Maharashtra,400078
25608,Mumbai,India,Maharashtra,400008
25609,Mumbai,India,Maharashtra,400008
25610,Osmanabad,India,Maharashtra,413509
25611,Osmanabad,India,Maharashtra,413580
25612,Mumbai,India,Maharashtra,400058
25613,Mumbai,India,Maharashtra,400028
25614,Mumbai,India,Maharashtra,400071
25615,Thane,India,Maharashtra,421206
25616,Alibag,India,Maharashtra,402207
25617,Dhule,India,Maharashtra,425421
25618,Mumbai,India,Maharashtra,400009
25619,Mumbai,India,Maharashtra,400057
25620,Thane,India,Maharashtra,416544
25621,Thane,India,Maharashtra,400601
25622,Thane,India,Maharashtra,400601
25623,Thane,India,Maharashtra,400601
25624,Thane,India,Maharashtra,400601
25625,Thane,India,Maharashtra,400601
25626,Thane,India,Maharashtra,400601
25627,Jalgaon,India,Maharashtra,425501
25628,Mumbai,India,Maharashtra,400028
25629,Mumbai,India,Maharashtra,400049
25630,Nashik,India,Maharashtra,422105
25631,Pune,India,Maharashtra,412110
25632,Kolhapur,India,Maharashtra,416227
25633,Mumbai,India,Maharashtra,400033
25634,Mumbai,India,Maharashtra,400068
25635,Mumbai,India,Maharashtra,400005
25636,Mumbai,India,Maharashtra,400051
25637,Mumbai,India,Maharashtra,400006
25638,Mumbai,India,Maharashtra,400005
25639,Mumbai,India,Maharashtra,400010
25640,Sholapur,India,Maharashtra,413225
25641,Mumbai,India,Maharashtra,400028
25642,Mumbai,India,Maharashtra,400057
25643,Mumbai,India,Maharashtra,400004
25644,Mumbai,India,Maharashtra,400089
25645,Mumbai,India,Maharashtra,400004
25646,Mumbai,India,Maharashtra,400014
25647,Mumbai,India,Maharashtra,400015
25648,Mumbai,India,Maharashtra,400031
25649,Mumbai,India,Maharashtra,400054
25650,Mumbai,India,Maharashtra,400067
25651,Mumbai,India,Maharashtra,400077
25652,Mumbai,India,Maharashtra,400077
25653,Mumbai,India,Maharashtra,400057
25654,Ahmednagar,India,Maharashtra,413720
25655,Latur,India,Maharashtra,413531
25656,Mumbai,India,Maharashtra,400089
25657,Thane,India,Maharashtra,421201
25658,Mumbai,India,Maharashtra,400060
25659,Kolhapur,India,Maharashtra,416527
25660,Mumbai,India,Maharashtra,400010
25661,Mumbai,India,Maharashtra,400051
25662,Oras,India,Maharashtra,416807
25663,Tirora,India,Maharashtra,441911
25664,Ahmednagar,India,Maharashtra,414106
25665,Mumbai,India,Maharashtra,400062
25666,Bhandara,India,Maharashtra,444903
25667,Mumbai,India,Maharashtra,400055
25668,Mumbai,India,Maharashtra,400025
25669,Mumbai,India,Maharashtra,400015
25670,Mumbai,India,Maharashtra,400015
25671,Jalgaon,India,Maharashtra,425211
25672,Latur,India,Maharashtra,413563
25673,Mumbai,India,Maharashtra,400099
25674,Kolhapur,India,Maharashtra,416132
25675,Mumbai,India,Maharashtra,400062
25676,Mumbai,India,Maharashtra,400062
25677,Mumbai,India,Maharashtra,400007
25678,Mumbai,India,Maharashtra,400004
25679,Nagpur,India,Maharashtra,441403
25680,Mumbai,India,Maharashtra,400006
25681,Mumbai,India,Maharashtra,400023
25682,Mumbai,India,Maharashtra,400050
25683,Mumbai,India,Maharashtra,400075
25684,Mumbai,India,Maharashtra,400065
25685,Mumbai,India,Maharashtra,400008
25686,Mumbai,India,Maharashtra,400050
25687,Mumbai,India,Maharashtra,400022
25688,Mumbai,India,Maharashtra,400017
25689,Mumbai,India,Maharashtra,400017
25690,Mumbai,India,Maharashtra,400017
25691,Mumbai,India,Maharashtra,400017
25692,Mumbai,India,Maharashtra,400017
25693,Mumbai,India,Maharashtra,400004
25694,Mumbai,India,Maharashtra,400067
25695,Mumbai,India,Maharashtra,400002
25696,Trimbak,India,Maharashtra,422212
25697,Mumbai,India,Maharashtra,400004
25698,Mumbai,India,Maharashtra,400002
25699,Oras,India,Maharashtra,422213
25700,Mumbai,India,Maharashtra,400002
25701,Mumbai,India,Maharashtra,400037
25702,Mumbai,India,Maharashtra,400074
25703,Alibag,India,Maharashtra,402115
25704,Mumbai,India,Maharashtra,400027
25705,Mumbai,India,Maharashtra,400033
25706,Mumbai,India,Maharashtra,400010
25707,Mumbai,India,Maharashtra,400010
25708,Mumbai,India,Maharashtra,400007
25709,Ratnagiri,India,Maharashtra,416515
25710,Mumbai,India,Maharashtra,400067
25711,Tuljapur,India,Maharashtra,413601
25712,Mumbai,India,Maharashtra,400001
25713,Sholapur,India,Maharashtra,413412
25714,Mumbai,India,Maharashtra,400010
25715,Mumbai,India,Maharashtra,400034
25716,Mumbai,India,Maharashtra,400034
25717,Mumbai,India,Maharashtra,400034
25718,Tumsar,India,Maharashtra,441912
25719,Bhandara,India,Maharashtra,441913
25720,Sangli,India,Maharashtra,416322
25721,Sholapur,India,Maharashtra,413241
25722,Mumbai,India,Maharashtra,400072
25723,Thane,India,Maharashtra,400613
25724,Mumbai,India,Maharashtra,400064
25725,Mumbai,India,Maharashtra,400012
25726,Osmanabad,India,Maharashtra,413615
25727,Mumbai,India,Maharashtra,400004
25728,Mumbai,India,Maharashtra,400008
25729,Mumbai,India,Maharashtra,400052
25730,Mumbai,India,Maharashtra,400007
25731,Kolhapur,India,Maharashtra,416134
25732,Udgir,India,Maharashtra,413517
25733,Latur,India,Maharashtra,413517
25734,Mumbai,India,Maharashtra,400062
25735,Mumbai,India,Maharashtra,400062
25736,Mumbai,India,Maharashtra,400062
25737,Ulhasnagar,India,Maharashtra,421001
25738,Osmanabad,India,Maharashtra,413576
25739,Mumbai,India,Maharashtra,400027
25740,Mumbai,India,Maharashtra,400016
25741,Mumbai,India,Maharashtra,400008
25742,Akola,India,Maharashtra,444122
25743,Mumbai,India,Maharashtra,400008
25744,Mumbai,India,Maharashtra,400058
25745,Mumbai,India,Maharashtra,400008
25746,Mumbai,India,Maharashtra,400009
25747,Mumbai,India,Maharashtra,400009
25748,Mumbai,India,Maharashtra,400009
25749,Akola,India,Maharashtra,444121
25750,Umred,India,Maharashtra,441203
25751,Nagpur,India,Maharashtra,441203
25752,Nagpur,India,Maharashtra,441204
25753,Nagpur,India,Maharashtra,441117
25754,Nanded,India,Maharashtra,431807
25755,Nanded,India,Maharashtra,431811
25756,Wardha,India,Maharashtra,445311
25757,Mumbai,India,Maharashtra,400014
25758,Satara,India,Maharashtra,415118
25759,Mumbai,India,Maharashtra,400064
25760,Buldhana,India,Maharashtra,444307
25761,Mumbai,India,Maharashtra,400008
25762,Mumbai,India,Maharashtra,400008
25763,Mumbai,India,Maharashtra,400016
25764,Mumbai,India,Maharashtra,400021
25765,Mumbai,India,Maharashtra,400052
25766,Mumbai,India,Maharashtra,400065
25767,Mumbai,India,Maharashtra,400058
25768,Mumbai,India,Maharashtra,400032
25769,Mumbai,India,Maharashtra,400001
25770,Mumbai,India,Maharashtra,400062
25771,Mumbai,India,Maharashtra,400062
25772,Mumbai,India,Maharashtra,400054
25773,Mumbai,India,Maharashtra,400077
25774,Mumbai,India,Maharashtra,400075
25775,Mumbai,India,Maharashtra,400075
25776,Mumbai,India,Maharashtra,400028
25777,Sholapur,India,Maharashtra,413234
25778,Alibag,India,Maharashtra,402115
25779,Uran,India,Maharashtra,400702
25780,Uran Islampur,India,Maharashtra,415409
25781,Sangli,India,Maharashtra,415409
25782,Sangli,India,Maharashtra,415409
25783,Mumbai,India,Maharashtra,400004
25784,Mumbai,India,Maharashtra,400007
25785,Pune,India,Maharashtra,412202
25786,Mumbai,India,Maharashtra,400057
25787,Mumbai,India,Maharashtra,400028
25788,Mumbai,India,Maharashtra,400078
25789,Mumbai,India,Maharashtra,400078
25790,Thane,India,Maharashtra,401106
25791,Kolhapur,India,Maharashtra,416220
25792,Mumbai,India,Maharashtra,400025
25793,Mumbai,India,Maharashtra,400068
25794,Mumbai,India,Maharashtra,400017
25795,Mumbai,India,Maharashtra,400046
25796,Mumbai,India,Maharashtra,400004
25797,Mumbai,India,Maharashtra,400028
25798,Mumbai,India,Maharashtra,400007
25799,Mumbai,India,Maharashtra,400019
25800,Vada,India,Maharashtra,412402
25801,Oras,India,Maharashtra,416805
25802,Thane,India,Maharashtra,421303
25803,Sholapur,India,Maharashtra,413246
25804,Ahmednagar,India,Maharashtra,413739
25805,Ahmednagar,India,Maharashtra,414602
25806,Dhule,India,Maharashtra,425423
25807,Nashik,India,Maharashtra,423117
25808,Akola,India,Maharashtra,444502
25809,Nashik,India,Maharashtra,423210
25810,Vadgaon,India,Maharashtra,416112
25811,Vadgaon,India,Maharashtra,412106
25812,Pune,India,Maharashtra,411041
25813,Pune,India,Maharashtra,412106
25814,Sholapur,India,Maharashtra,413218
25815,Mumbai,India,Maharashtra,400074
25816,Mumbai,India,Maharashtra,400004
25817,Nashik,India,Maharashtra,423206
25818,Nashik,India,Maharashtra,423111
25819,Satara,India,Maharashtra,415506
25820,Satara,India,Maharashtra,415011
25821,Pune,India,Maharashtra,410514
25822,Pune,India,Maharashtra,412207
25823,Oras,India,Maharashtra,416810
25824,Mumbai,India,Maharashtra,400028
25825,Vaijapur,India,Maharashtra,423701
25826,Mumbai,India,Maharashtra,400054
25827,Sholapur,India,Maharashtra,413402
25828,Mumbai,India,Maharashtra,400055
25829,Mumbai,India,Maharashtra,400012
25830,Nashik,India,Maharashtra,422214
25831,Mumbai,India,Maharashtra,400069
25832,Thane,India,Maharashtra,401204
25833,Mumbai,India,Maharashtra,400028
25834,Jalgaon,India,Maharashtra,424207
25835,Ratnagiri,India,Maharashtra,415711
25836,Mumbai,India,Maharashtra,400062
25837,Mumbai,India,Maharashtra,400014
25838,Mumbai,India,Maharashtra,400055
25839,Mumbai,India,Maharashtra,400055
25840,Mumbai,India,Maharashtra,400055
25841,Mumbai,India,Maharashtra,400098
25842,Mumbai,India,Maharashtra,400080
25843,Mumbai,India,Maharashtra,400017
25844,Oras,India,Maharashtra,416524
25845,Mumbai,India,Maharashtra,400063
25846,Pune,India,Maharashtra,412305
25847,Mumbai,India,Maharashtra,400077
25848,Mumbai,India,Maharashtra,400092
25849,Mumbai,India,Maharashtra,400077
25850,Mumbai,India,Maharashtra,400054
25851,Mumbai,India,Maharashtra,400056
25852,Mumbai,India,Maharashtra,400067
25853,Mumbai,India,Maharashtra,400080
25854,Mumbai,India,Maharashtra,400009
25855,Sholapur,India,Maharashtra,413228
25856,Sangli,India,Maharashtra,416313
25857,Kolhapur,India,Maharashtra,416221
25858,Ahmednagar,India,Maharashtra,413704
25859,Akola,India,Maharashtra,444005
25860,Thane,India,Maharashtra,401103
25861,Nashik,India,Maharashtra,422215
25862,Mumbai,India,Maharashtra,400005
25863,Mumbai,India,Maharashtra,400002
25864,Alibag,India,Maharashtra,402306
25865,Jalgaon,India,Maharashtra,425305
25866,Jalgaon,India,Maharashtra,425308
25867,Jalgaon,India,Maharashtra,424202
25868,Mumbai,India,Maharashtra,400061
25869,Mumbai,India,Maharashtra,400061
25870,Pune,India,Maharashtra,412215
25871,Alibag,India,Maharashtra,410208
25872,Mumbai,India,Maharashtra,400067
25873,Mumbai,India,Maharashtra,400002
25874,Thane,India,Maharashtra,400703
25875,Mumbai,India,Maharashtra,400074
25876,Mumbai,India,Maharashtra,400074
25877,Osmanabad,India,Maharashtra,413503
25878,Mumbai,India,Maharashtra,400069
25879,Mumbai,India,Maharashtra,400025
25880,Mumbai,India,Maharashtra,400050
25881,Pune,India,Maharashtra,410410
25882,Satara,India,Maharashtra,415524
25883,Satara,India,Maharashtra,415526
25884,Satara,India,Maharashtra,415116
25885,Mumbai,India,Maharashtra,400034
25886,Nagpur,India,Maharashtra,440007
25887,Mumbai,India,Maharashtra,400092
25888,Mumbai,India,Maharashtra,400009
25889,Mumbai,India,Maharashtra,400054
25890,Mumbai,India,Maharashtra,400027
25891,Mumbai,India,Maharashtra,400058
25892,Mumbai,India,Maharashtra,400067
25893,Mumbai,India,Maharashtra,400027
25894,Mumbai,India,Maharashtra,400057
25895,Mumbai,India,Maharashtra,400027
25896,Mumbai,India,Maharashtra,400020
25897,Mumbai,India,Maharashtra,400023
25898,Mumbai,India,Maharashtra,400070
25899,Mumbai,India,Maharashtra,400016
25900,Mumbai,India,Maharashtra,400028
25901,Mumbai,India,Maharashtra,400025
25902,Mumbai,India,Maharashtra,400010
25903,Mumbai,India,Maharashtra,400033
25904,Mumbai,India,Maharashtra,400003
25905,Sholapur,India,Maharashtra,413113
25906,Pune,India,Maharashtra,412212
25907,Mumbai,India,Maharashtra,400077
25908,Mumbai,India,Maharashtra,400034
25909,Aurangabad,India,Maharashtra,431102
25910,Vengurla,India,Maharashtra,416516
25911,Satara,India,Maharashtra,415022
25912,Mumbai,India,Maharashtra,400050
25913,Mumbai,India,Maharashtra,400061
25914,Mumbai,India,Maharashtra,400008
25915,Mumbai,India,Maharashtra,400061
25916,Ratnagiri,India,Maharashtra,415208
25917,Mumbai,India,Maharashtra,400010
25918,Mumbai,India,Maharashtra,400027
25919,Mumbai,India,Maharashtra,400001
25920,Dhule,India,Maharashtra,424005
25921,Mumbai,India,Maharashtra,400021
25922,Amraoti,India,Maharashtra,444604
25923,Aurangabad,India,Maharashtra,415570
25924,Dhule,India,Maharashtra,424005
25925,Mumbai,India,Maharashtra,400098
25926,Mumbai,India,Maharashtra,400057
25927,Mumbai,India,Maharashtra,400098
25928,Kolhapur,India,Maharashtra,416001
25929,Ahmednagar,India,Maharashtra,413722
25930,Thane,India,Maharashtra,421305
25931,Mumbai,India,Maharashtra,400087
25932,Mumbai,India,Maharashtra,400072
25933,Miraj,India,Maharashtra,400055
25934,Mumbai,India,Maharashtra,400037
25935,Mumbai,India,Maharashtra,400003
25936,Mumbai,India,Maharashtra,400002
25937,Malshiras,India,Maharashtra,400081
25938,Mumbai,India,Maharashtra,400038
25939,Mumbai,India,Maharashtra,400079
25940,Mumbai,India,Maharashtra,400079
25941,Mumbai,India,Maharashtra,400083
25942,Mumbai,India,Maharashtra,400079
25943,Mumbai,India,Maharashtra,400057
25944,Mumbai,India,Maharashtra,400056
25945,Mumbai,India,Maharashtra,400047
25946,Mumbai,India,Maharashtra,400056
25947,Mumbai,India,Maharashtra,400067
25948,Mumbai,India,Maharashtra,400070
25949,Mumbai,India,Maharashtra,400078
25950,Mumbai,India,Maharashtra,400070
25951,Mumbai,India,Maharashtra,400067
25952,Mumbai,India,Maharashtra,400014
25953,Nashik,India,Maharashtra,422305
25954,Mumbai,India,Maharashtra,400055
25955,Mumbai,India,Maharashtra,400002
25956,Mumbai,India,Maharashtra,400057
25957,Virar,India,Maharashtra,401303
25958,Jalgaon,India,Maharashtra,425130
25959,Ahmednagar,India,Maharashtra,414505
25960,Ahmednagar,India,Maharashtra,413703
25961,Sangli,India,Maharashtra,416314
25962,Dhule,India,Maharashtra,425426
25963,Mumbai,India,Maharashtra,400078
25964,Mumbai,India,Maharashtra,400092
25965,Thane,India,Maharashtra,421202
25966,Mumbai,India,Maharashtra,400022
25967,Mumbai,India,Maharashtra,400080
25968,Mumbai,India,Maharashtra,400062
25969,Sangli,India,Maharashtra,415311
25970,Sangli,India,Maharashtra,415311
25971,Mumbai,India,Maharashtra,400088
25972,Mumbai,India,Maharashtra,400028
25973,Mumbai,India,Maharashtra,400004
25974,Mumbai,India,Maharashtra,400050
25975,Mumbai,India,Maharashtra,400052
25976,Mumbai,India,Maharashtra,400054
25977,Mumbai,India,Maharashtra,400056
25978,Mumbai,India,Maharashtra,400058
25979,Mumbai,India,Maharashtra,400080
25980,Mumbai,India,Maharashtra,400003
25981,Mumbai,India,Maharashtra,400002
25982,Mumbai,India,Maharashtra,400020
25983,Mumbai,India,Maharashtra,400054
25984,Wani,India,Maharashtra,400080
25985,Mumbai,India,Maharashtra,400002
25986,Mumbai,India,Maharashtra,400028
25987,Pune,India,Maharashtra,411042
25988,Mumbai,India,Maharashtra,400002
25989,Mumbai,India,Maharashtra,400025
25990,Mumbai,India,Maharashtra,400046
25991,Mumbai,India,Maharashtra,400055
25992,Jalgaon,India,Maharashtra,425523
25993,Oras,India,Maharashtra,418010
25994,Mumbai,India,Maharashtra,400086
25995,Mumbai,India,Maharashtra,400080
25996,Mumbai,India,Maharashtra,400007
25997,Mumbai,India,Maharashtra,400025
25998,Arvi,India,Maharashtra,400031
25999,Mumbai,India,Maharashtra,400031
26000,Mumbai,India,Maharashtra,400031
26001,Mumbai,India,Maharashtra,400031
26002,Osmanabad,India,Maharashtra,413529
26003,Mumbai,India,Maharashtra,400031
26004,Mumbai,India,Maharashtra,400031
26005,Mumbai,India,Maharashtra,400074
26006,Bhandara,India,Maharashtra,441919
26007,Amraoti,India,Maharashtra,444819
26008,Osmanabad,India,Maharashtra,413518
26009,Wardha,India,Maharashtra,442207
26010,Wadi,India,Maharashtra,440023
26011,Mumbai,India,Maharashtra,400033
26012,Mumbai,India,Maharashtra,400010
26013,Mumbai,India,Maharashtra,400034
26014,Jalgaon,India,Maharashtra,431205
26015,Yeotamal,India,Maharashtra,445308
26016,Wardha,India,Maharashtra,442307
26017,Buldhana,India,Maharashtra,443405
26018,Mumbai,India,Maharashtra,400002
26019,Mumbai,India,Maharashtra,400012
26020,Osmanabad,India,Maharashtra,413577
26021,Wardha,India,Maharashtra,442308
26022,Mumbai,India,Maharashtra,400055
26023,Mumbai,India,Maharashtra,400077
26024,Thane,India,Maharashtra,400604
26025,Thane,India,Maharashtra,400604
26026,Wai,India,Maharashtra,431734
26027,Sholapur,India,Maharashtra,412803
26028,Mumbai,India,Maharashtra,400025
26029,Mumbai,India,Maharashtra,400016
26030,Mumbai,India,Maharashtra,400014
26031,Mumbai,India,Maharashtra,400063
26032,Mumbai,India,Maharashtra,400063
26033,Mumbai,India,Maharashtra,400025
26034,Mumbai,India,Maharashtra,400028
26035,Mumbai,India,Maharashtra,400038
26036,Pune,India,Maharashtra,413114
26037,Amraoti,India,Maharashtra,444801
26038,Mumbai,India,Maharashtra,400080
26039,Mumbai,India,Maharashtra,400006
26040,Mumbai,India,Maharashtra,400099
26041,Mumbai,India,Maharashtra,400039
26042,Aurangabad,India,Maharashtra,431133
26043,Alibag,India,Maharashtra,402113
26044,Mumbai,India,Maharashtra,400068
26045,Mumbai,India,Maharashtra,400088
26046,Mumbai,India,Maharashtra,400080
26047,Mumbai,India,Maharashtra,400068
26048,Wani,India,Maharashtra,445304
26049,Yeotamal,India,Maharashtra,445304
26050,Mumbai,India,Maharashtra,400016
26051,Sangli,India,Maharashtra,416414
26052,Pune,India,Maharashtra,411040
26053,Mumbai,India,Maharashtra,400036
26054,Wardha,India,Maharashtra,442001
26055,Wardha,India,Maharashtra,442205
26056,Wardha,India,Maharashtra,442001
26057,Wardha,India,Maharashtra,442001
26058,Wardha,India,Maharashtra,442001
26059,Sangli,India,Maharashtra,415415
26060,Kolhapur,India,Maharashtra,416113
26061,Chandrapur,India,Maharashtra,442907
26062,Mumbai,India,Maharashtra,400050
26063,Chandrapur,India,Maharashtra,442916
26064,Warud,India,Maharashtra,444906
26065,Amraoti,India,Maharashtra,444906
26066,Alibag,India,Maharashtra,402118
26067,Washim,India,Maharashtra,444505
26068,Akola,India,Maharashtra,444505
26069,Akola,India,Maharashtra,444505
26070,Thane,India,Maharashtra,421604
26071,Mumbai,India,Maharashtra,400038
26072,Mumbai,India,Maharashtra,400011
26073,Amraoti,India,Maharashtra,444815
26074,Nashik,India,Maharashtra,422104
26075,Mumbai,India,Maharashtra,400054
26076,Mumbai,India,Maharashtra,400039
26077,Mumbai,India,Maharashtra,400034
26078,Mumbai,India,Maharashtra,400002
26079,Mumbai,India,Maharashtra,400054
26080,Mumbai,India,Maharashtra,400008
26081,Mumbai,India,Maharashtra,400001
26082,Mumbai,India,Maharashtra,400056
26083,Mumbai,India,Maharashtra,400028
26084,Mumbai,India,Maharashtra,400034
26085,Mumbai,India,Maharashtra,400038
26086,Mumbai,India,Maharashtra,400028
26087,Mumbai,India,Maharashtra,400038
26088,Mumbai,India,Maharashtra,400038
26089,Sangli,India,Maharashtra,416415
26090,Mumbai,India,Maharashtra,400038
26091,Mumbai,India,Maharashtra,400005
26092,Mumbai,India,Maharashtra,400005
26093,Mumbai,India,Maharashtra,400005
26094,Mumbai,India,Maharashtra,400005
26095,Mumbai,India,Maharashtra,400021
26096,Mumbai,India,Maharashtra,400016
26097,Mumbai,India,Maharashtra,400028
26098,Mumbai,India,Maharashtra,400018
26099,Mumbai,India,Maharashtra,400018
26100,Mumbai,India,Maharashtra,400018
26101,Mumbai,India,Maharashtra,400018
26102,Mumbai,India,Maharashtra,400018
26103,Mumbai,India,Maharashtra,400025
26104,Mumbai,India,Maharashtra,400018
26105,Mumbai,India,Maharashtra,400018
26106,Mumbai,India,Maharashtra,400018
26107,Mumbai,India,Maharashtra,400018
26108,Mumbai,India,Maharashtra,400018
26109,Mumbai,India,Maharashtra,400018
26110,Mumbai,India,Maharashtra,400025
26111,Mumbai,India,Maharashtra,400056
26112,Mumbai,India,Maharashtra,400011
26113,Mumbai,India,Maharashtra,400003
26114,Mumbai,India,Maharashtra,400025
26115,Mumbai,India,Maharashtra,400102
26116,Mumbai,India,Maharashtra,400003
26117,Mumbai,India,Maharashtra,400064
26118,Jalgaon,India,Maharashtra,425301
26119,Amraoti,India,Maharashtra,444915
26120,Pune,India,Maharashtra,412214
26121,Osmanabad,India,Maharashtra,413405
26122,Bhandara,India,Maharashtra,441606
26123,Sangli,India,Maharashtra,416319
26124,Parbhani,India,Maharashtra,431510
26125,Beed,India,Maharashtra,431145
26126,Mumbai,India,Maharashtra,400038
26127,Amraoti,India,Maharashtra,444706
26128,Nashik,India,Maharashtra,423401
26129,Yeotamal,India,Maharashtra,445001
26130,Yeotamal,India,Maharashtra,445001
26131,Yeotamal,India,Maharashtra,445001
26132,Yeotamal,India,Maharashtra,445001
26133,Osmanabad,India,Maharashtra,413525
26134,Pune,India,Maharashtra,411006
26135,Pune,India,Maharashtra,411006
26136,Mumbai,India,Maharashtra,400055
26137,Mumbai,India,Maharashtra,400062
26138,Mumbai,India,Maharashtra,400062
26139,Mumbai,India,Maharashtra,400068
26140,Satara,India,Maharashtra,415115
26141,Sholapur,India,Maharashtra,413118
26142,Mumbai,India,Maharashtra,400055
26143,Mumbai,India,Maharashtra,400021
26144,Mumbai,India,Maharashtra,400092
26145,Mumbai,India,Maharashtra,400029
26146,Mumbai,India,Maharashtra,400003
26147,Mumbai,India,Maharashtra,400009
26148,Mumbai,India,Maharashtra,400009
26149,Mumbai,India,Maharashtra,400064
26150,Mumbai,India,Maharashtra,400058
26151,Mumbai,India,Maharashtra,400003
26152,Mumbai,India,Maharashtra,400062
26153,Mumbai,India,Maharashtra,400002
26154,Parbhani,India,Maharashtra,431540
26155,Mumbai,India,Maharashtra,400080
26156,Mumbai,India,Maharashtra,400067
26157,Mumbai,India,Maharashtra,400002
26158,Mumbai,India,Maharashtra,400052
26159,Mumbai,India,Maharashtra,400050
26160,Sholapur,India,Maharashtra,413003
26161,Mumbai,India,Maharashtra,400007
26162,Mumbai,India,Maharashtra,400080
26163,Mumbai,India,Maharashtra,400080
26164,Bishenpur,India,Manipur,795126
26165,Chandel,India,Manipur,795126
26166,Chandel,India,Manipur,795102
26167,Chandel,India,Manipur,795127
26168,Senapati,India,Manipur,795158
